Q96S94	ENSG00000221978	CCNL2	74	104.5	100.9	105.6	121.4	103	95.8	69.7	89.8	101.5	113.7	109.9	97.5	106.6	73.2	104	99.3	103.3	112.4	107.3	102.3	60.8	101.6	98.3	107.9	123	91.6	67.5	103.9	99.9	103	109.5	94.7	113	92.5	86.3	100.9	92.5	95.6	113.2
Q9BYC9	ENSG00000242485	MRPL20	54.5	105.3	96.4	103.2	104.3	105.6	110.8	51.5	130.3	73.2	117.9	115.3	120	82.3	59	97.6	99.2	83.9	107.1	102.7	114.1	88.5	119.7	101	86.5	89.2	84.9	52.5	102.5	100.9	104.4	93.8	97.7	111.6	86.7	86.5	87.3	80	78.3	81
E5RJM6	ENSG00000235098	ANKRD65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T9A4	ENSG00000160072	ATAD3B	19.1	116.4	97.8	98	120.5	99.3	112.1	21.3	105.7	88.5	107.8	122.8	103	110.7	10.6	109.2	113.6	109.1	125.8	93.6	113.3	34.2	103.6	103.6	110.9	89.6	106.7	23.5	103.5	108.4	100.8	97.1	92.7	146.4	90.2	97.7	88.2	78.1	75.2	100.2
Q9NVI7	ENSG00000197785	ATAD3A	44.1	106.1	100.9	103.2	112.1	95.7	110.6	38.3	111.6	91.3	114	122.7	96.3	109.8	35.3	110	109.7	106.7	116	96.3	107.3	60	112	102.8	113.6	97.7	99.5	42.8	99.3	112.6	105.2	91.9	96.7	121.6	97.6	107.3	97.1	92	97.5	110.2
Q9NP77	ENSG00000160075	SSU72	112.5	87	101.9	91.9	94.6	93.7	112.7	111.2	95.4	103.1	103.5	90.9	90.9	98.6	96.7	102.5	102.8	110.1	91.4	90.1	105.4	73.6	99.8	101.8	105	92.9	84.4	79.9	115.5	107.2	104.1	91.7	87.7	110.1	115.9	107.9	107.6	103.2	100.1	110.6
Q96AX9	ENSG00000197530	MIB2	88.2	70.9	84.3	118.2	96.5	60	119.6	NA	NA	NA	NA	NA	NA	NA	80.7	71.3	97.6	137.6	117.3	90.8	99.6	NA	NA	NA	NA	NA	NA	158.3	106.6	81	80.5	107.5	84.4	103.8	107.8	121.3	116.6	110.6	105.9	110.9
P21127	ENSG00000248333	CDK11B	86.2	103.1	93.3	86.5	105.3	94.5	122.6	81.9	106.5	98.8	102.1	111.4	91.9	99.5	80.7	96.4	96.1	101.5	106.3	97.7	94.4	78.9	105.3	100.9	107.5	96.6	106.2	79.7	105.3	107.6	100.8	91.6	98.9	108.9	117	119.2	104.2	99	102.1	117.6
P0CK96	ENSG00000189339	SLC35E2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UQ88	ENSG00000008128	CDK11A	118.9	102.5	104	70.1	102.9	76.5	102.7	181.9	91.2	112.8	98.1	113.8	70.2	121.3	123.6	91.6	96.8	92.9	104.5	99	105.3	101.3	106.5	90.7	100.7	106.6	94.2	132.1	97.2	93.9	89.3	101.6	102.5	100.2	113.4	104.1	115.5	97.2	107.7	113.8
O95544	ENSG00000008130	NADK	124.6	86.9	118.8	71.1	121.2	104	146.8	108.8	75.2	121.9	76.6	74	161.3	172.7	143.7	95.8	86.1	55.9	75	81.1	133.9	244.9	88.6	86.7	77	96	84.6	100.6	96.1	87.7	84.3	105.4	118	112.4	77.8	72.6	78.7	86.5	89	102.9
Q05513	ENSG00000067606	PRKCZ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	178.6	100.3	92.3	77	91.9	118.7	78.8	NA	NA	NA	NA	NA	NA	219.8	85.1	75	86.4	114.5	110.3	75.9	NA	NA	NA	NA	NA	NA
P12755	ENSG00000157933	SKI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	155	117.8	99.7	75.9	NA	13.9	170.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	139.9	115.6	132	65.6	102.7	110.2
O15258	ENSG00000157916	RER1	71.3	94.4	108.3	97.3	108.6	92.1	112.7	62.6	93.9	106	114.9	91.9	133.2	92.6	67.3	93.9	112.6	102.9	107.3	100.9	120.2	78.3	87	101.3	110.6	132.8	107.8	61.3	95.5	101.6	104.8	93.4	109.7	116.4	88.9	99.8	96.6	94.9	90.2	97.3
O60683	ENSG00000157911	PEX10	NA	NA	NA	NA	NA	NA	NA	38.4	98.8	106.7	110.3	134.7	98.3	82.9	30	118.7	103.6	106.8	146.3	99.7	82.5	NA	NA	NA	NA	NA	NA	61.1	116	90.9	102.3	96.3	110.4	102	61.7	73.9	91.4	72.6	81.9	59.6
O75038	ENSG00000149527	PLCH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	171.3	172.7	90.5	NA	94.8	93.9	65.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NVE7	ENSG00000157881	PANK4	159.4	89.3	99.2	93.6	94.4	84.7	97	144.1	92.9	103.3	91.5	87.6	88.5	108.8	187.6	87.9	97.3	89.4	90.1	86.2	96	135.2	98.2	97.6	100.1	108.3	87	168.6	93.4	94.4	89.1	92.7	84.1	97.6	87.9	90.2	86.7	86.6	80.8	95.8
Q92956	ENSG00000157873	TNFRSF14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	139.3	84.6	86.8	97.9	62.5	93.2	115.6	96.3	99.7	88.5	112.6	127.7	118.1
A8MYJ7	ENSG00000215912	TTC34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HAZ2	ENSG00000142611	PRDM16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75095	ENSG00000162591	MEGF6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T0D9	ENSG00000158109	TPRG1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P2S5	ENSG00000116213	WRAP73	167.3	95.2	110.2	93	84.2	97.9	83.2	NA	NA	NA	NA	NA	NA	NA	144.1	95.6	91.5	104	82.4	90.9	101.4	NA	NA	NA	NA	NA	NA	156.6	101.9	61.5	75.9	112.8	96.6	120.3	97.4	107.2	108.1	121	105.3	113.7
B2RUZ4	ENSG00000235169	SMIM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N1G4	ENSG00000130764	LRRC47	150.6	89.4	98	94.7	105.9	95.7	100.6	136.8	89.7	97.1	96	105.9	99.3	100.5	138.8	95.1	99.3	97.8	102.8	98	96.8	128.6	91.5	103.3	99.4	102.7	91.9	154.3	100.3	94.9	91.5	110.2	92.1	100.5	99.9	95.3	100.8	104.2	109.5	107.7
O60308	ENSG00000116198	CEP104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.7	116.8	99.9	90.4	103.4	97.2	89.5	NA	NA	NA	NA	NA	NA	120.8	93.1	81.6	63.4	92.6	80	119.9	NA	NA	NA	NA	NA	NA
O76075	ENSG00000169598	DFFB	NA	NA	NA	NA	NA	NA	NA	170.9	120.5	126.4	168.6	106.3	42.1	54.8	138	100.6	103.9	91.6	86.3	81.5	106.2	166.4	124.5	86.2	NA	147.6	87.8	167.5	88.4	78.9	96.1	92.3	83.9	104.7	110.4	95.1	114.1	97	103.4	111.5
Q8IYL3	ENSG00000198912	C1orf174	167.3	80.1	106	74.4	93.6	111.8	92.2	NA	NA	NA	NA	NA	NA	NA	153.5	109.3	95	77.8	99.8	93.7	84.8	144	98	102.4	84	82.6	108.5	148	98.4	96.9	102.2	75.1	94.2	90.4	103	116.5	116.8	101	98.4	121.1
O75161	ENSG00000131697	NPHP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.5	121.9	107	75.3	104.7	115.9	106	NA	NA	NA	NA	NA	NA	NA	111.2	113.2	118.5	107	101.1	92.6	NA	NA	NA	NA	NA	NA
Q13303	ENSG00000069424	KCNAB2	103.7	107.5	97.2	98.6	93.1	97.9	88.5	113.7	106.1	104.7	96.1	90.1	92.8	86.1	120	98.9	102.2	102.3	91.9	91.2	92.5	135.8	103.5	100.8	96	90.1	87.4	140.5	103.4	98.1	98.1	82.9	78.1	88.2	100.5	101	94.1	85.7	81.2	80.7
Q8TDI0	ENSG00000116254	CHD5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35268	ENSG00000116251	RPL22	76.5	99.1	106.9	106.7	109.8	101.5	95.9	76.7	99.8	110.9	110.1	105.2	97.8	91.9	90.3	108.9	106.2	107.4	104.1	102.1	93.9	81.7	100.1	96.7	109.2	93.5	98.8	67.5	101.3	105.6	101.9	89.1	96.3	92.3	113.6	115.6	117.8	103.8	103.5	97.5
O60725	ENSG00000116237	ICMT	28.8	96.2	98.9	105.3	102.5	113.1	119.5	30.1	103.2	104.2	112.3	92	129	127.4	35.6	105.7	99	140.9	103.9	101.9	111.5	82.7	93	91.9	111.8	126.5	80.7	31.5	120	102.2	107.5	145.6	99.9	130.7	98.6	102.4	112.2	107.2	128.3	117.8
O00154	ENSG00000097021	ACOT7	11.4	104.3	87.2	119.2	112.6	139.4	104.4	10.2	107.4	92.3	114.4	116.3	132.8	101.9	9.7	119.6	103.5	78.4	117.6	142.6	108.2	23.8	99.7	92.4	105.8	130.2	132.7	22.8	99.8	97	103.2	120.2	131.8	82.2	103.5	102.4	107.8	132.4	124.9	99.5
Q93038	ENSG00000215788	TNFRSF25	NA	NA	NA	NA	NA	NA	NA	44.6	82.2	119.7	64.6	168.7	125	109.7	69.6	78.5	81.9	66.1	172.5	169.1	90.9	NA	NA	NA	NA	NA	NA	28.5	94.1	107.2	90.4	157.6	159.3	96.9	90.7	114.5	80.2	183.7	146.5	99.4
O94827	ENSG00000171680	PLEKHG5	NA	NA	NA	NA	NA	NA	NA	NA	59	101.1	144.1	112.8	147.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5SY16	ENSG00000162408	NOL9	70	105.9	111.3	100.7	108.1	91.4	91.5	57.7	107.1	103.7	101.4	124.2	90	100.1	62.4	98.1	108.8	115.5	115	91.5	92.5	51.6	123.8	116.1	113.9	96.8	104.8	67.4	108.3	112.4	113.8	90.8	90.4	95.4	101.2	107.9	103.1	78.2	91.6	98.3
P10074	ENSG00000204859	ZBTB48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.2	109.5	92.3	97.9	100.5	87.1	99.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	108	130.1	104.3	97.5	96.4	92.5
Q8WTV1	ENSG00000041988	THAP3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NVH1	ENSG00000007923	DNAJC11	72.5	105.1	98.2	99	111.3	89.9	101.3	68.7	93.3	92.6	103.4	117.5	99	108.2	68.4	105.7	100.4	105.7	116.3	90.3	107.8	77.2	105.7	110.3	106.9	107.9	96.6	88.4	98.9	107.7	102	102.4	96.2	116.3	109.6	114.9	115.5	101.5	118	113.2
Q9Y6Y1	ENSG00000171735	CAMTA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	108.7	112	115.7	115.6	114	157.5
Q15836	ENSG00000049245	VAMP3	227	61.3	213.1	107.3	82.8	96.6	83.5	NA	NA	NA	NA	NA	NA	NA	193.1	68.1	95.8	87.1	85	84.4	106.2	198	91.4	98.6	96.5	131.8	98	NA	NA	NA	NA	NA	NA	NA	100.7	93	77.5	128.9	121.2	109.4
P56645	ENSG00000049246	PER3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07011	ENSG00000049249	TNFRSF9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.5	82.4	119.2	200.3	110.6	175.9
Q99497	ENSG00000116288	PARK7	144.7	92	90.2	110.6	87.7	106.2	92.8	139.5	92.4	97	111.5	85.6	104.2	85.5	132.5	109.9	99.1	97.3	93.5	107.9	89.3	104.8	91.7	108.3	106	106	88.5	124.7	110.3	103.9	107.2	94.9	90.6	78.2	104.5	98.8	105.5	104.3	102.2	90.9
Q9P2R6	ENSG00000142599	RERE	66.7	102.5	94	147.8	89.3	98.8	96	141.2	74.8	95.8	123.8	95.4	100.9	51.3	103.2	118.9	96.9	95.7	87.1	105.7	96	91.8	80.6	83.4	126.8	93.5	72.4	45.7	110.2	107.3	122.8	85.5	94.6	91.8	105.1	109.5	123.9	99.7	100.3	100.6
P06733	ENSG00000074800	ENO1	49.4	126	95.2	107.2	94.4	112.2	104.6	47.9	115.8	98.9	107.5	87.1	112.9	95.6	60.1	103.8	104	107.8	98.5	114.7	101.8	59.7	106.4	102.6	104.3	91.6	100.2	60.4	109.5	103.9	111.4	102.9	97.9	94.7	104.1	106.5	98.5	105.6	96.9	95.5
Q9BSK2	ENSG00000171612	SLC25A33	NA	130.1	129.9	115.5	76.2	NA	189.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.7	112.6	111.7	107	115.2	71.9	119.3	115.9	95.7	97.6	70.9	96.1	128.8
Q5SNT2	ENSG00000188807	TMEM201	119.8	99.4	107.9	93.5	101.3	95.2	94.6	86.5	110.6	99.4	101.1	104.8	103.1	98.4	88.5	94.8	106.8	105.9	105.4	105.3	101.6	90.4	125.5	96.6	131.7	83.6	74.6	83.6	86.9	109.5	102.7	96	91.5	119.6	104.3	121.6	117.7	98.9	107.4	112.7
O00329	ENSG00000171608	PIK3CD	269	81.3	101.8	84.8	60	63.7	95.4	219.5	89.9	101	91.4	61.5	65.9	103.9	285.7	82.1	88.6	88.2	60.9	65.3	93.7	171.8	96.1	99.9	101.1	76.9	71.8	228.1	90.9	87.9	85.9	73.2	74.9	95.6	100.5	97	98.2	87.5	88.4	104.6
O94985	ENSG00000171603	CLSTN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.7	103.8	120	74.9	91.6	87.7	132.8	NA	NA	NA	NA	NA	NA	54.8	114.9	97.5	116.2	91.3	89.6	169.9	133.6	97.2	105.5	115.5	71.6	152.3
Q9NSA3	ENSG00000178585	CTNNBIP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140.5	125.8	91.7	49.3	126.4	99.2	110.5	NA	NA	NA	NA	NA	NA	29.9	44.9	98.5	164.3	113.6	86.7	203.4	159.2	71.3	139.9	108.4	98	130.8
Q8WZA0	ENSG00000162441	LZIC	177	96.7	84.2	83.7	85.1	105.2	109.5	250.4	88.5	84.5	83.6	83	83.3	75.6	203.3	95.6	97.2	82.9	83.1	96.8	92.4	195.9	80.3	93.3	94.3	87.9	82.7	172.2	99.2	96.5	94.1	80.9	89.7	88.2	112.4	110.9	103.6	109.5	97.3	117.2
Q9HAN9	ENSG00000173614	NMNAT1	149.8	101.4	103.3	99.3	89.1	95.2	93.8	112.1	105.3	94.4	112	97.1	98.9	91	135.5	103.5	97	98.7	89.4	92.6	86.3	126.3	97.9	94.5	99.6	91	103.6	109.3	96.2	102.6	102.9	95.4	103.9	88.3	113.6	115.9	114.4	108	106.1	82.4
Q96R05	ENSG00000162444	RBP7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95155	ENSG00000130939	UBE4B	113.3	91.2	112.1	111.4	95.3	91.2	100.4	92.9	111.5	93	103.4	116.1	85.9	103.8	98.6	107.3	100.5	96.7	90.2	96.4	100.8	87.8	109.1	99.8	81.5	102	100.6	96.7	108.3	97.8	104.9	87.2	94.5	86.6	107.2	105.7	107.7	101.9	102.4	97.4
O60333	ENSG00000054523	KIF1B	102.7	149.6	80.5	73.2	NA	116.5	134.4	58.7	117.8	100.8	124.2	70.2	73.3	104.6	72.5	118.6	102.6	119.1	64.3	84.6	101.6	52	95.2	103.2	146.9	89.8	91.8	72.3	116.1	108.6	117.8	68.6	75.7	86.9	93.6	91.3	98.8	73.4	79	91.8
P52209	ENSG00000142657	PGD	103.8	96.5	98.8	120.4	83.5	102.9	94.3	95.4	102.3	103.1	121.2	80.1	95.7	93.5	107.7	123.5	102.5	93.6	81.6	100	91.5	186.7	96.1	97.1	98.6	71.5	73.5	82.5	101.8	104.9	104.6	78.8	82.6	110.6	96.6	112.3	101.9	83.9	80.3	106.7
Q8N2Z9	ENSG00000175279	CENPS	13.9	103.8	96.2	117.7	105.1	93.7	108.6	NA	141.2	93	115.4	184.7	155.6	NA	NA	113.6	103.5	92.2	99.1	104.1	112.8	15.3	86.3	131.9	135	101.3	59.1	NA	109.1	114.8	126.4	56.2	90.8	107	130.7	103	116.5	92.8	87	115.7
O00273	ENSG00000160049	DFFA	121.4	89	98	104.3	101.7	98	100.9	151.9	88.3	96.2	89.5	109.7	95	99.6	119.2	104	101.7	99.8	103.2	91	95.5	84.8	96.9	94.9	91.6	100.3	90.3	114.4	106.4	105.6	96	97.9	86.2	90.7	100.7	93.2	100.8	94.3	95.7	104.4
O75381	ENSG00000142655	PEX14	52.4	107.9	101.9	100.8	113.5	97.3	101.1	66.7	95.6	91.5	97.6	108.8	96.4	106.1	40.3	102.4	114	109.8	105.4	94	96	59.1	106	97.6	95.4	98.4	100.7	60.4	109	109.3	106.4	96.3	91.3	114.3	86.7	96.4	84.9	84.9	82.2	87.3
Q86V15	ENSG00000130940	CASZ1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1	165.2	82.3	106.5	107.2	91.6	79.8	NA	NA	NA	NA	NA	NA	72	117.8	78.4	98.7	156.6	138.6	99.7	91.3	77.8	121.6	128.7	176.5	112.8
Q13148	ENSG00000120948	TARDBP	108.3	105.3	96.4	95.5	97	103.5	95.5	121.8	109.2	106.5	89.3	108.3	120.6	92.3	117.5	100.7	103.4	107.7	103.8	96	92.1	108.4	101.8	102.8	108.5	100.6	100	118.5	99.3	96.8	93.4	96	96.9	97.6	92.7	92.2	95.2	89.3	90.7	89.8
P19623	ENSG00000116649	SRM	33.1	96.9	118.5	111.4	108.6	105.6	108.9	29	104.3	100.3	106.1	112.1	112.1	108.7	24	104.3	105.3	110.8	105.7	114.1	113.9	34.6	114	100.6	122.2	89.9	93.1	34.5	112.4	114.8	109	88.8	88.4	109.5	106.4	106.2	106.8	86.6	95.8	109.5
P42345	ENSG00000198793	MTOR	117.7	95.2	111.1	98.4	100.1	80.5	100.4	112.7	96.4	104.9	93.3	107.3	81.5	118.6	126.2	92.6	99.1	102.7	93.8	87.7	107.8	112	101.7	92.4	111.3	97.7	93.3	115.4	93.9	100.2	95.6	99.3	93.8	106.6	96.2	93.8	95.9	90.4	93.3	102.2
Q9Y5Z9	ENSG00000120942	UBIAD1	80.9	102.2	113.1	97.4	82.8	101.4	120.4	56.5	105.7	101.2	129.5	105.3	109.3	80.5	71.9	121.7	98.4	114.9	86.8	107.5	108.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112.4	128.5	113.3	105.3	102.7	106.4
Q9UI95	ENSG00000116670	MAD2L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	101.3	92.4	96.7	90.1	97.4	106.5	NA	NA	NA	NA	NA	NA	36.8	112.2	109.2	95.9	76.8	106.9	90.1	105.1	106.2	128.5	111.7	95.4	100.5
Q6RW13	ENSG00000177674	AGTRAP	251.1	70.3	108.8	72	98	64.3	74.4	140.6	82.2	88	100.4	86.6	84.5	133.1	146	67.8	85.8	109.2	82.5	87.8	138.1	398.7	52.8	107.4	59.6	82.2	61.2	164.9	90.5	87.4	82.3	97.7	90	129.4	110.9	112.5	100.6	91	117	175.6
Q5SNV9	ENSG00000215910	C1orf167	113.1	100.8	91.8	86.9	104.2	99.6	95.2	103.9	112.4	96.9	85.6	117.3	101.3	88.2	94.1	95.8	98.8	95.8	105.5	88.1	91.5	NA	NA	NA	NA	NA	NA	118.1	103.2	107.1	105.8	79.2	98.6	97.5	111.7	110.1	107	94.6	95.7	101.2
P42898	ENSG00000177000	MTHFR	98.8	100.1	98.9	112.9	92.5	99.7	89.3	90.8	83.6	116.1	107.4	99.2	86.5	95.1	111.4	94.8	96.4	100.7	100.1	91.2	90.8	NA	NA	NA	NA	NA	NA	87.8	101.2	95.5	99	110.4	99.8	96.5	105.4	95.9	111.5	111.1	122.4	112
